CODE,Snomed,Loinc,Name,UZ,RU,EN,
cancr0022.00025,,,,oshqozon devorining iqtisodiy rezektsiyasi,экономная резекция стенки желудка,economical resection of the stomach wall,
cancr0022.00026,,,,"oshqozon osti bezining rezektsiyasi, pankreato-gastroanastomoz","резекция поджелудочной железы, панкреато-гастроанастамоз","resection of the pancreas, pancreato-gastroanastomosis",
cancr0022.00027,,,,Oshqozonni sun'iy almashtirish rezervuarini yaratish bilan gastrektomiya (1-toifa),гастрэктомия с созданием искусственного желудкозамещающего резервуара (по 1 типу),gastrectomy with creation of an artificial gastric-substituting reservoir (type 1),
cancr0022.00028,,,,sun'iy oshqozonni almashtirish rezervuarini yaratish bilan gastrektomiya (2-toifa),гастрэктомия с созданием искусственного желудкозамещающего резервуара (по 2 типу),gastrectomy with creation of an artificial gastric-substituting reservoir (type 2),
cancr0022.00029,,,,tikuvchi o'simta teshilishi,ушивание туморозной перфорации,suturing of tumor perforation,
cancr0022.00030,,,,oshqozon bo'g'inining kombinatsiyalangan ekstirpatsiyasi,комбинированная экстирпация культи желудка,combined extirpation of the gastric stump,
cancr0022.00031,,,,oshqozon po'stlog'ining ekstirpatsiyasi,экстирпация культи желудка,extirpation of the gastric stump,
cancr0022.00032,,,,oshqozonning 2/3 qismini rezektsiya qilish,резекция 2/3 части желудка,resection of 2/3 of the stomach,
cancr0022.00033,,,,palliativ gastrektomiya,паллиативная гастрэктомия,palliative gastrectomy,
cancr0022.00034,,,,palliativ distal subtotal gastrektomiya,паллиативная дистально субтотальная резекция желудка,palliative distal subtotal gastrectomy,
cancr0022.00035,,,,pankreatoduodenal rezektsiya (PDR),панкреатодуоденальная резекция (ПДР),pancreatoduodenal resection (PDR),
cancr0022.00036,,,,"relaparotomiya, qorin bo'shlig'ining sanitariyasi, stoma","релапаротомия, санация брюшной полости, наложение стомы","relaparotomy, sanitation of the abdominal cavity, imposition stomas",
cancr0022.00037,,,,splenektomiya,спленэктомия,splenectomy,
cancr0022.00038,,,,perkutan transhepatik xolangiostomiya (PTCHS),чрескожно-чреспеченочная холангиостомия (ЧЧХС),percutaneous transhepatic cholangiostomy (PTC),
cancr0022.00039,,,,transduodenal papillektomiya,трансдуоденальная папиллэктомия,transduodenal papillectomy,
cancr0022.00040,,,,xoletsistektomiya,холецистэктомия,cholecystectomy,
cancr0022.00041,,,,qizilo'ngach-jejunal anastomozning rezektsiyasi,резекция эзофаго-еюно анастомоза,resection of esophagojejunal anastomosis,
cancr0022.00042,,,,transanal rektal o'smani olib tashlash,трансанальное удаление опухоли прямой кишки,transanal removal of rectal tumor,
cancr0022.00043,,,,ileo-ko'ndalang anastomoz bilan o'ng hemikolektomiya,правосторонняя гемиколэктомия с наложением илео-трансверзо анастомоза,right hemicolectomy with ileo-transverse anastomosis,
cancr0022.00044,,,,transvers-rektal anastomoz bilan chap tomonlama hemikolektomiya,левосторонняя гемиколэктомия с наложением трансверзо-ректального анастомоза,left hemicolectomy with transverse-rectal anastomosis,
cancr0022.00045,,,,ileo-sigma anastomozi bilan subtotal kolektomiya,субтотальная колэктомия с наложением илео-сигма анастомоза,subtotal colectomy with ileo-sigmoid anastomosis,
cancr0022.00046,,,,dessendo-rektal anastomoz bilan sigmoidektomiya,сигмоидэктомия с наложением десцендо-ректального анастомоза,sigmoidectomy with descendo-rectal anastomosis,
cancr0022.00047,,,,Hartman operatsiyasi,операция Гартмана,Hartmann's operation,
cancr0022.00048,,,,bir barrelli kolostoma bilan oldingi rektal rezektsiya,передняя резекция прямой кишки с наложением одноствольной колостомы,anterior resection of the rectum with single-barrel colostomy,
cancr0022.00049,,,,reduksiya bilan to'g'ri ichakning abdominal-anal rezektsiyasi,брюшно-анальная резекция прямой кишки с низведением,abdominoanal resection of the rectum with pull-down,
cancr0022.00050,,,,to'g'ri ichakning abdominoperineal ekstirpatsiyasi,брюшно-промежностная экстирпация прямой кишки,abdominoperineal extirpation of the rectum,
cancr0022.00051,,,,ileostomiya bilan umumiy kolektomiya,тотальная колэктомия с илеостомой,total colectomy with ileostomy,
cancr0022.00052,,,,ileostomiya bilan umumiy kolproektomiya,тотальная колпроэктомия с илеостомой,total colproectomy with ileostomy,
cancr0022.00053,,,,kolostomani anastomoz bilan yopish,закрытие колостомы с наложением анастомоза,colostomy closure with anastomosis,
cancr0022.00054,,,,ileorektal anastomoz bilan umumiy kolektomiya,тотальная колэктомия с наложением илео-ректального анастамоза,total colectomy with ileo-rectal anastomosis,
cancr0022.00055,,,,umumiy kolektomiyadan keyin ingichka ichakdan rezervuarlar yaratish (j-naych w-naych),создание резервуаров из тонкой кишки (j-nayч w-nayч) после тотальной колэктомии,creation of reservoirs from the small intestine (j-nayч w-nayч) after total colectomy,
cancr0022.00056,,,,"to'g'ri ichakning abdominoperineal ekstirpatsiyasidan keyin neorektum, neosfinkterni yaratish","создание неоректума, неосфинктера после брюшно-промежностной экстирпации прямой кишки","creation of neorectum, neosphincter after abdominoperineal extirpation of the rectum",
cancr0022.00057,,,,dumaloq stapler yordamida anastomoz bilan to'g'ri ichakning oldingi ultra-past rezektsiyasi,передняя ультранизкая резекции прямой кишки с наложением анастамоза при помощи циркулярно-сшивающего аппарата,anterior ultra-low resection of the rectum with the imposition of anastomosis using a circular-suturing device,
cancr0022.00058,,,,"kolostomani, ileostomiyani olib tashlash","выведение колостомы, илеостомы","creation of colostomy, ileostomy",
cancr0022.00059,,,,limfa tugunlarini kesish bilan radikal nefrektomiya,радикальная нефрэктомия с лимфодиссекцией,radical nephrectomy with lymph node dissection,
cancr0022.00060,,,,"limfa tugunlari diseksiyasi bilan radikal nefrektomiya, trombektomiya","радикальная нефрэктомия с лимфодиссекцией, тромбэктомия","radical nephrectomy with lymph node dissection, thrombectomy",
cancr0022.00061,,,,buyrak rezektsiyasi,резекция почки,resection of the kidney,
cancr0022.00062,,,,palliativ nefrektomiya,паллиативная нефрэктомия,palliative nephrectomy,
cancr0022.00063,,,,siydik pufagi rezektsiyasi bilan nefroureterektomiya,нефруретерэктомия с резекцией мочевого пузыря,nephroureterectomy with bladder resection,
cancr0022.00064,,,,diagnostik laparotomiya. qayta ko'rib chiqish. drenaj.,диагностическая лапаротомия. ревизия. дренирование.,diagnostic laparotomy. revision. drainage.,
cancr0022.00065,,,,diagnostik laparotomiya. qayta ko'rib chiqish. drenaj. biopsiya.,диагностическая лапаротомия. ревизия. дренирование. биопсия.,diagnostic laparotomy. revision. drainage. biopsy.,
cancr0022.00066,,,,diagnostik laparoskopiya. qayta ko'rib chiqish. drenaj.,диагностическая лапароскопия. ревизия. дренирование.,diagnostic laparoscopy. revision. drainage.,
cancr0022.00067,,,,diagnostik laparoskopiya. qayta ko'rib chiqish. drenaj. biopsiya,диагностическая лапароскопия. ревизия. дренирование. биопсия,diagnostic laparoscopy. revision. drainage. biopsy,
cancr0022.00068,,,,relaparotomiya. qayta ko'rib chiqish. qayta tashkil etish drenaj.,релапаротомия. ревизия. санация. дренирование.,relaparotomy. revision. sanitation. drainage.,
cancr0022.00069,,,,Quviqning TUR,ТУР мочевого пузыря,TUR of the bladder,
cancr0022.00070,,,,Quviq reTUR,реТУР мочевого пузыря,retUR of the bladder,
cancr0022.00071,,,,siydik pufagining rezektsiyasi. epitsistostomiya.,резекция мочевого пузыря. эпицистостомия.,resection of the bladder. epicystostomy.,
cancr0022.00072,,,,siydik pufagini qayta ko'rib chiqish. biopsiya. epitsistostomiya.,ревизия мочевого пузыря. биопсия. эпицистостомия.,revision of the bladder. biopsy. epicystostomy.,
cancr0022.00073,,,,"Ikki tomondan kistprostatektomiya, ureterokutoneostomiya (UX)",цистпростатэктомия с 2-х сторон уретерокутонеостомия (укс),cystprostatectomy from both sides ureterocutoneostomy (UCS),
cancr0022.00074,,,,kistprostatektomiya. g'isht ustidagi urostomiyaning shakllanishi,цистпростатэктомия. формирование уростомы по бриккеру,cystprostatectomy. formation of a urostomy according to Bricker,
cancr0022.00075,,,,kistprostatektomiya. yo'g'on ichakdan siydik rezervuarining shakllanishi. appendikostomiya.,цистпростатэктомия. формирование мочевого резервуара из толстой кишки. аппендикостомия.,cystprostatectomy. formation of a urinary reservoir from the colon. appendicostomy.,
cancr0022.00076,,,,"Ikki tomondan sistektomiya, ureterokutoneostomiya (Buyuk Britaniya)",цистэктомия с 2-х сторон уретерокутонеостомия (укс),cystectomy from both sides ureterocutoneostomy (uks),
